text,label
काठमाण्डौ प्रहरी परीसर प्रवक्ता चोर लाग्यो,0
कस्तो कस्तो जवाफ दिन्छ यार,0
महत्वपूर्ण कुरालाइ लास्ट राखेर अभाब भनेर तर्किन खोज्दा सन्चार माद्यम तिनै भर्सटाचारिको पृस्टपोसण,0
देश बनाउने नेताकार्यकर्ता डेलिट गर्नेहो उपाय बिकलब खोजौ,0
जय सिधा,0
रबि दाइको ज्यान हाजिर,0
यस्तै हाम्रोलाई चुनेपछि राप्रपा जिताउ अनि बिकास,0
बिउबरे रिपोरट जिल्ला बाट अायो पुरा 75 जिल्लामा एहि हाल द्द पर्त्यक ब्याक्ती पिडीत द्दन भन्न नसकेको,0
कर बहिषकार गरौ हप्ताको 4 दिन किनमेल नगरी देश घुशिया नेतालाइ मोज मस्ती नदिउ,0
रबि सर टेलिभिजन तपाईकाे अाजिबान कराए कै हुनेवाला हजुर फिलदमा अाउन पर्याे,0
सलाम रवि सर,0
हत्यारा फासी हुनु जति यता उठाएको हात उठाएको हात,0
नमस्कार रबि सर दमदार शुरुको ६ मिनेट जाडबाहेक ६ लाख अनि गरिबीको हरिबिजोग,0
बल्ल फुर्सद पाइयो सिधाकुरा हेर्ने ताइम,0
सम्मान रबी सर भगुवान हौं,0
नेता भनेको देश विकासको भोको हुनुपर्दछ गोर्खामा गएर हेर्नूपर्छ डाक्टर बाबुराम भट्टराईले विकास अनि चितवन गएर हेर्नुपर्छ कम्रेड मेयर रेनु दाहालले विकास् बाकी जनता मारा लुटेराहरु,0
रबि भाइ सलाम,0
मिठो भनाइ रबी सर,0
कैलाली ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार घात्न घाँटी रेटनु सपै समाझा जिउँदै आगो लाउनु माहा अपराध अपराधी पिर्थिविमा रहनु हुँदैन नेपाल कानुन भएन दिनका दिन घटना घट्दा नी महुन हुनि सरकार कस्तो सरकार अबो गाउँले यस्ता अपराधी सजाए दिनु हाल दोहा कतार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार,0
बारेमा बोल्नुहोला,0
सलाम रबी दाई,0
सुरुवात एकदमै चित्त बुझ्यो,0
जयनारायण रबि सर,0
सिधा हेर्न सुरु गरियो है मलेसिया,0
स्वाद भन्नुभयेा खुशीको आँसु अनुहार खुशीको आँसु अनुहार,0
पशु मन्त्री पशु प्रती गयेको अन्न्या प्रती छ्यामा प्राथी खुशीको आँसु अनुहार खुशीको आँसु अनुहार खुशीको आँसु अनुहार वाह बुज्नेले झुण्डेर मरे खुशीको आँसु अनुहार हृदय विस्मयकारी हृदय विस्मयकारी हृदय विस्मयकारी हृदय विस्मयकारी हृदय विस्मयकारी,0
सलाम रबि सहर,0
6 मिन्टको दम्दार लाग्ने जति हाजिर हौ,0
सर हजुरहरु सम्पर्क सक्छौँ,0
जय नेपाल रबि सर नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल,0
हान्यो है हान्यो रबि दाइ दनक हान्यो ल,0
हजुरलाई नेपालका सबैका प्रीय भगवान श्री पसुपती नाथले सधैभ रक्षागरून रबी सर,0
संघीयता खारेज गर्नै,0
सलाम रबि दाइ,0
मान्छे छान्ने बिधी लामो योजना ढिकुटी ० बनाएर,0
घुॅडा टेकाउने,0
रबीभाईलाई सम्मान,0
छोटेराजाहरुले तहसनहस बनाए पसिनाले चिन्तित अनुहार,0
राष्ट्रघातीहरूकाे काम देश लुट्ने जनताहरूलाई दुःख दिने बिदेशीकाे अगि लम्पसार पर्ने अनि उनिहरूले भनेकाे काम दिलाेज्यान दिएर यस्तै कामका बिज्ञता हासिल गरेकाछन्,0
हत्यारालाइ फाँसी दियो कसैलाइ हत्या छुना सक्दैना,0
रबि सर बोलेसी चोर नेता हरुको हौसले ठाउनै छोडछ सिधा टिम सुभकामना,0
तो नवनियुक्त मन्त्री राजिन्द्रे शुरूको 7 मिलेटको भनाइ सुन्यो सुनेन दम हैसियत ल्याकत रवि सर बहसमा उत्रेर देखाओस् उठेको भौंको अनुहार,0
नगरे भागबन्डा लुटतन्त्र बुझियो,0
अनि फोन नम्बर पता लाग्छ सर कहा अनि नम्बर फोन अायो त्यसले कम्पिलिट थाहा लाग्छ,0
दोसि कडा कडा कारबाही माग गर्दछु,0
रबि घाटीको नशा फुल्नेगरी कराए चिच्याको हेरेर शुनेर रबिको स्वास्थको चिन्ता लाग्यो आब राजनितीमा नउतरी देश जनताको सेवा देख्दैन नेता बहीष्कार माऋ वाला चुनाबको बेलामा जनताले बिर्सी भोट लाल बाहादुर दिन्छ लाल बा भन्छ बिरोधीहरूको काम भन्छ तेसैले दिल्ली मन्ऋी फोहरी राजनितीमा रबि हरू मैदानमा उतरीन जरूरी भैस्यो ढिल्ला नगरू नेता चोर भन्दात पचाए यिनीहरू सग मैदान आउन जरूरी भैसक्यो,0
जबसम्म नेताकाे जुठोपुराे दिसापिसाब खायेर परिवारकाे पालनपोषण गर्छन् नेताहरुकाे रजाइँ भैहिनै रहन्छ यहिनैहाे लिङ्गदेनले भनेकाेपनि येसैलेहाे,0
भयानि दिनु पछ ओडा अध्यक्ष,0
ब्याकह्यान्ड सूचकांक देखाउँदै स्टिङ हान्नु परो दाजु,0
ए रबि दाइ न्युज छोडेर भारत पार्टी खोल्नु अनि बाग्मती प्रदेशको सि एम बन्नु होस तपाईलाई समर्थन गर्दछ,0
मन्त्री माधव नेपालको होकि थुक्क कर्म यस्तालाई कारबाही हुन्न थुक्क थुक्क थुक्क,0
दाई कहिले काहीँ राम्रा काम,0
रबि सर हजुरले यमसिसी बिरोधमा बोल्नु हुन्न बोल्दिनून,0
नमस्कार रबि जि,0
मेलिर यस्ताे पर्दछ,0
मनोज नाम अपराधी फाँसी हुनु,0
घिनलाग्दो हर्कत कहिलेसम्म,0
बोल्नु हुँदैन,0
अती राम्रो काम गरे जन्ताले सलाम,0
गाउँ गाउँ बाट लखेट्न चोर नेता हरुलाई ठुलो अनुहार,0
रबि जि राम बहादुर आचार्य चाडो न्याय पाउन पुलिस झुट बोलिराको त्यस्ले समिती पैसा खायर बोलिरहेको,0
मैले एउटा भिडियोमा १ महिना भनेको कैलालीमा बढी ज्यानमाराहरूको बासस्थान रहेछन् भनेर त्यहा छुवाछुत विभेदकारी मूर्खता ठाउमा कम्ति बुध्दत्वको ज्ञान धर्म त्यहा रहेनछ,0
केपि ओलिले त्यसै चुनावमा जाउ भनेको चोरहरु संघीयता १२३ खारेज गर होलिवाइनको जार,0
रबि सरकाे गुणगान गाउँ मज्जाले गाउँ अन्याय विरुद्द रबि सरले अावाज उठाउँ अा अाफ्नाे ठाउँ बाट रबि सर काे मन खुसि हुदैन गुणगान गाएर अन्याय नगराैं नसहाैं हात जोडेको हात जोडेको हात जोडेको,0
पशु मन्त्री भनदा कम्ता मज्जा आयननी,0
कति खायो याे प्रहरी प्रभक्ता दिनेशराज मैनाली साले हामिले सडकमा उत्रेर बाँकी बस जलाउन पर्ने हाे,0
सर गयर गोलि थोक्नु पर्यो सर,0
देश मिलाइ मिलाइ भाग सके,0
साला मन्त्री हरु गलत सिधाकुरा बोल्न आउन दराउछन,0
कमेन्ट देख्नुहुने हरुले सब गर्दिनुहोला,0
रबि सर क्रीकेट विवाद चतुर बहादुर चन्द ईन्टभिउ लिनुस्न सर हात जोडेको हात जोडेको हात जोडेको हात जोडेको हात जोडेको उदास राहत अनुहार उदास राहत अनुहार उदास राहत अनुहार,0
मलाइ हजुरको वा नम्नर चाहियो,0
मत संघियता घाँडो भो,0
नमस्कार रवि सर टेलिभिजन परिवर्तन गर्नुभयो पहिलाको कार्यक्रम नाम सिधा जनतासंग अहिले सिधा जनतासंग शब्द जोडिएन जनतासंग जोडिनु कार्यक्रम नाम जनताको चासो गुनासो कार्यक्रम तात्तातो खबर जनतासंग राख्दा हुदैन रबि सर कसो,0
देश नेपाल,0
कांग्रेस काे कुरो नगर भई तँलाई रक्सी बढी भाको,0
सलाम दाजु,0
यसबाट सम्पुर्ण पशुहरू पर्न गएको असर क्षमाप्रार्थी,0
यसबाट सम्पुर्ण पशुहरू पर्न गएको असर क्षमाप्रार्थी,0
यसबाट सम्पुर्ण पशुहरू पर्न गएको असर क्षमाप्रार्थी,0
मन्त्री कोमामा पुग्यो अहिले,0
पशुमन्त्री हाहाहा,0
बागमती प्रदेश जनताले घोक्रेठ्याक लाएर कालो मसो दलेर बजार परिक्रमा गराउनु नी हेरेर बसेको मूर्तिहरू,0
दामि कार्यक्रम,0
पशु मन्त्री हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा हँसिलो अनुहार ठूलो आँखा,0
माकुनेको टिम अबसरबादी चोर डाकाहरु छन,0
बम हान्ने जन्मियको,0
समाजबादी प्रगति गर्ल छि छि,0
डिस लाईक चोर,0
हत्यारा फाँसी,0
सक्नी भय राडिका बानहरुले देश,0
सिधा हेरियो विन्ड चाइम,0
प्रदेश संरचनाको चरम दुरुपयोग,0
मासु भातमा नबिकेर भोट दिंदा बिबेक प्रयोग पर्यो,0
नालायक सरकार,0
सेरेको सरकारले झन देश डुबाए हौ जन्ता हरु बोल्दैन,0
नेपाल लाइ माया नेपाली जनता लाइ बिन्ति आउदो चुनाब २वटा पार्टी लाइ भोट दिनुस एमाले काङ्ग्रेस प्रचन्ड माकुने बाबुराम पार्टी बिचौलिया दलाल पार्टी कहिले सङ्ग कहिले सङ्ग मिलेर सत्तामा जागिर खाइ ‌रहने यिनिहरु प्लान नेपाल सम्सद ५बर्स‌ चल्नै दिने नेपाल अविकसित रहिरहन ‌बिदेसिका दलाल,0
काठमाडौं सुतेकै निर्जीव थोरै सामर्थ्य अशिक्षित हैन यस्ता हरिबिजोग मनखुसि गर्दनि आँखा चिम्मै छत आफूले तिरेको कर दुरुपयोग गर्दा हान्नुस सम्पूर्ण काठमाडौं बासीले ढुङ्गाले,0
कैलाली कन्चनपुरमा,0
हेरहै पास भनेर परेका नेता हरु गाउँ पर्बेस सहर पर्बेस गराउन निषेध जन्ता छ्न हरु भोटमाग्न आउने सुकै पाटी भाटे कार्बही जरुरत अनि बिकास नगर्ने नेता ठाउँमा पर्बेस निशेध गरौ,0
रबि सर तपाईंले गलत बोल्नु भो चोर हरु पशु भनेर पशु मानहानि भो यिनी हरु पशु बडि इज्जत गरिन्छ नेपाल गोरु कुकुर पुजा देशमा येस्ता अपराधी चोर हरु पशु सङ तुलना नगर्दिनु पशु बेइज्जत नगर्दिनु हात जोडेको हात जोडेको,0
रबिदाई पुडासैनी घट्ना चित्र प्रोफाइलमा राखेको बाट मैले बहुत आसा राजनिती आउनु भोली हैन आजै आउनु आँट गर्नुहोस् यहि समयले पर्खने पहिला हजुर निस्कनु पछाडी दुनियाँ लागिहाल्छ,0
कैलाली नम्बर गनियो गुण्डा गिरी ठाउँ थुक्क मूजि हरु हरुलाई नी फासी दिउँ,0
नालायक नालायक सरकार काम,0
किसान सरखार नगरपलीका चोर कालो बजारी कुरामा लिड्देन मेल खान्छ प्रर्चन्डे कपी माकुने मेल खान्छ भनिदेउ साहारा जन्ता साथी हरू नेता चोर भन्छ ठियाक्कै मेल खायो खाएन लु भनौ राईट लिड्देन प्रर्चन्डे केपी माकुने,0
नमस्कार रबि दाइ,0
सुरु गरिवो,0
खोजेको तेइ पाए सोर बतिस वटइ बनाए भइगोनि सङगियेता चाइएकोहोइन लुखाअो खुदो मुखउदो,0
मन्त्री नाममा कलन्क,0
आहिसके सिदाकुरा हेर्न अाउनु,0
दम्दार,0
पसु रैछ मुख्यमन्त्री चोर,0
थुक्क मन्त्री बुद्धि,0
राजा चाहिएको,0
काे यार पागल रवि जी,0
देउवा जस्ता प्रधानमन्त्री संघियताका पँधेरे मन्त्री भएर देशको अवस्था भयो,0
विश्व कै ठुलो संघियता गणतान्त्रिक मुलुक भारतमा गाभिदिएर सिक्किमको करको भार बिसाउनु हात जोडेको हात जोडेको,0
रबि दाई नमस्कार हजुरले चलाउनु भयकाे कार्यक्रम सिधाकुरा जनता 4 भाय अहिले नछुटाई हेर्ने गरेकाे भागमा छुट्याउनु भयकाे हाेकि हाे त्याे हजुर अाफै जान्नु हजुर सङग बाेल्ने अधिकार साेध्ने अधिकार हुदा हुदा डराउनु यहि याे भागमा हत्याकाे बारेमा पुलिस सङग गरेकाे टेलिफाेन सम्बादमा महिना हुदा अपराधि समाउन नसकेकाे भनेर साेध्ने अाट भयन पुलिस प्रसासनलाई साेचे जस्ताे प्रस्न भयन कडा हिसाब चित्त बुझ्दाे प्रस्न साेध्नु हाेला,0
पसु मन्त्री गगन थापा,0
ग ग बाट पैसा आउदैछ गाडि किन्न,0
ओ बरै नेपाल,0
खोइ तपाईहरु,0
दलाल भगाउ देश बचाउ,0
लुटन सके लुट नेपाल मै छुट,0
गाउँ पस्न निषेध गरौ,0
महेश बस्नेत केपि ओली प्रचण्ड लास्टै डर मान्ने रहेछ्न,0
जुनसुकै मिडियामा प्रचण्ड कै नाम लिएर बोल्नुपर्ने खास कारण,0
पशु मन्त्री ल भन्नू,0
फटा नेतालाइ,0
थुक्क बागमती प्रदेश गु मन्त्री,0
अनिस खालिङ राइ बचाउ अभियान उठेको 4 5 करोड बाट सहयोग सकिदैन अनिस खालिङ जेल हुदा निक्लेर नाममा बचेको रकम वैदेशिक रोजगार पीडामा परेको सहयोग भनेका चरण जनता बाट सहयोग आचना कति उचित एस्ता अभियान उठेका आवश्यकता बडि भएका रकम खोजिनिती हुदैन अभियान मात्रै परिवार पीडा देख्ने आम जनता लाख नहुदा बर्सौ घर नपाउनाले बडो दुख लाग्नु स्वभाबिक पल्ट उठाएइयेका अभियान हरुमा आवस्यकता बडि रकम उठाइए रकम हरुलाइ समुचित ब्यब्स्थापन पाइदैन ब्य्क्तिगत प्रायोजन रकम खर्च गर्नाले समस्या परेका आम नेपाली हरुको पिडामा रकम उठाउन अभियान थाल्दैनन जस्ले गर्दा पिडक हरु रोएर बस्नु पर्ने बाध्यता,0
कु ने तमसा,0
मलेसिया हेर्छु नियमित सिधा रवि लामिछाने कार्यक्रम सब्बै नेपालिहरुको मन मस्तिष्कमा बस्न सक्ने कार्यक्रम हेर्दा लाग्छ रवि सरले उभियर मिनेट बोल्नु मैले बोलेको लाग्छ नेपाली साथमा छौ जय रवि सर जय नेपाल,0
रबि सर सुरुवाती तपाइको प्रस्तुति तहल्का मचायो मन्त्रीलाइ कट्टु खोलेर बजार घुमाउनु माधब गुटका मान्छे हरु खाना खएका मन्त्रालय भत्काउन गएका मन्त्री राजिनामा माग्न आवश्यक,0
तपाईंको सङ्गियता हाे रबि सर रिसाउनु,0
बेपत्ता १८ वर्षपछि भेटिएका बाबु भन्छन्— “मेरी छोरी ” सिद्धाकुरा ई पी 37,0
बेपत्ता १८ वर्षपछि भेटिएका बाबु भन्छन्— “मेरी छोरी ” सिद्धाकुरा ई पी 37,0
पाँचदिने शिशु अस्पतालमा बन्धक खर्च अभावमा शिशु माया मार्न तयार बाबु आमा सिद्धाकुरा ई पी 38,0
धुर्मुस रविलाई गाली थाकेनन् हेम थापा 65,0
प्रचण्डले खुमलटार छोड्दैः पैदल हिँड्ने झुपडीमा डेरा सर्ने प्रचण्ड यक्षप्रश्न,0
भीम रावलको खुलासा एमाले छोडेर दल खोल्ने एमसीसी पढ्न देउवालाई आग्रह पारित गरे दुर्घटना,0
राजनीतिक स्वार्थ लहडमा जथाभावी विमानस्थल बनाउने होड ग्यालेक्सी समाचार,0
सरकारी कर्मचारीको लापरवाहीको पराकाष्ठ बच्चाको ज्या गयो फरार भनिएका गोप्य बार्ता,0
प्रचण्डको सनसनीपूर्ण खुलासा माधव बाबुराम बैद्य विप्लवसहितको पार्टी बनाउने,0
पाका नेता लाखापाखा आयातले अत्यायो ५७ लाखको सियो मात्रै ग्यालेक्सी समाचार 03 2078,0
अत्यन्तै राम्रो प्रस्तुति रबि सर हात जोडेको हात जोडेको हात जोडेको नेपाल नेपाल नेपाल हिबिस्कस,0
जस जस बिरोध गरे चाहिँ रबि सर एकदमै मन हात जोडेको,0
विशेषगरी बिदेशी भुमी अल्पत्र परिएका नेपाली हरु तदारुकता उद्दार सहयोग पछी नहटने पुरै सिधाकुरा टिम मनै नमन तिमीलाई माया तिमीलाई माया सय अंक सय अंक,0
कार्यक्रम सिधाकुरा फेसबुक मार्फत लाईभ अाउने राम्रो रबि सर,0
खरो प्रस्तुति रबि दाई नेपाल रातो मुटु हात जोडेको,0
छोरी नागरिकता दिन नसकिने कस्तो नालायक बुबा छोरी आसु तेरो जिन्दगीमा कहिले खुशी दिन आउने छोरी आँसु,0
कस्तो बाऊ साला आफनो छोरी त्याग्ने अलिकती पनी माया नभाको छोरी रुए देखदा मन रूयो ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार,0
सुरुको दमदार प्रस्तुतिले मन आहा अँगालो हालेको अनुहार अँगालो हालेको अनुहार हात जोडेको सलाम आदरणीय रबि दाजु हात जोडेको हात जोडेको कार्यक्रम नहेरिनिन्द्रा लाग्दैन यसलाई जारी राख्नुहोस् हृदय आँखा मुस्कान अनुहार,0
अत्यन्तै सान्दर्भिक प्रस्तुति,0
सलाम रबी सर लगायत सम्पुर्ण टिमलाई,0
सरकार अविन्ता राउतहरुलाइ नागरिकता दे छिटो छिटो नेपाल हात जोडेको,0
अत्यन्तै राम्रो प्रस्तुति रबि सर हात जोडेको हात जोडेको हात जोडेको नेपाल नेपाल नेपाल हिबिस्कस,0
पापी बाबुलाई मिल्छ फासी दिनु नानु हाल खबर देख्दा सुन्दा भाबुक बनायो नानीलाई पाउने अधिकार दिन अनुरोध गर्दछु,0
देशको एउटा नागरिक नागरिता नपाई छटपटई राहदा देख्दैन भोटको लागी बिहारबाट मान्छे उठाएर धमाधम नागरिता बाढ्ने देश चोर राजनीतिको खोलमा अढेको कठै देश ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार,0
रबि दाइ नानिको कुरो सुन्दा आज आँखा भरी आँसु झार्दै तपाईंको कार्यक्रम हेरेको ताली बजाउँदै सक्दो सहयोग आसामा,0
सुरु हुनुभन्दा मिनेट प्रतुती दमदार लाग्छ मलाइ,0
सर्ब साधारण माथी सोसण दादागिरी हरुलाई ठाउँ ठाउँ न्याय दिलाउने कार्याक्रम सबैले हेरि आवाज बिहिन हरुको कान पुर्याउनु,0
कार्यक्रम युटुव लाईभ आउनु पर्यो कुर्दा कुर्दा 11 बज्छ कार्यक्रम सकिदा 12 बज्छ कार्यक्रम नहेरी निन्द्र लाग्दैन रातभर सुत्न पाईदैन हृदय आँखा मुस्कान अनुहार,0
हाल जापान बाट कार्यक्रम हेरिरहेको जुनै दृश्यमा दमदार प्रस्तुती मन पर्ने अबका दिनहरुमा कार्यक्रम राम्रो समर्थन जहिले भन्न हात जोडेको रातो मुटु रातो मुटु,0
राम्रो प्रश्तुती रवि दाई कायक्रोम अविन्ता पीडा आँसु,0
ठूलो लोककान्त्रिक गणतान्त्रिक संबिधानमा आमाकोमात्र नामबाट नागरिकता दिलाउन सकिने व्यवस्थाको ग्यारेन्टी नसकेको सोचनिय विषय होईन,0
नानुको सुनेरा आखाबाटा आँसु,0
केटा मान्छे आशु रोकिएन यस्ता राक्षस बाबुहरुलाई हातखुट्टा भाच्ने हानेर बल्ल ठाउँमा आउँछ जनाले सेयर गर्नुहोला उहाँको अधिकार पाउनु पर्यो हात जोडेको हात जोडेको,0
हात जोडेको हात जोडेको हात जोडेको नमस्कार रबि सर हजुर धन्यवाद रबि सर सिधा सारै मन पछ हृदय आँखा मुस्कान अनुहार हृदय आँखा मुस्कान अनुहार हृदय आँखा मुस्कान अनुहार हृदय आँखा मुस्कान अनुहार हृदय आँखा मुस्कान अनुहार,0
बाह देश नेपाल नेपालि नागरिकता आमा बाट जन्मेको बच्चालाइ नागरिकता दिलाउन स्ंघर्श पर्ने बिदेशिलाइ पैसामा कति छिटो नागरिकता दिलाउलाउछ्,0
राउत भय मिडियामा ल्याउनु याे नानू जसरि भय न्याय दिलाउनु,0
बैनिको सुनेर आसु भन्या उदास राहत अनुहार बैनिले छिटो नागरीकता पाउन,0
रबि सरकाे जुनसुकै कार्यक्रम सारै राम्रो लाग्छ राम्रो जानू रबि सर सलाम हात जोडेको हरियो मुटु रातो मुटु हात जोडेको,0
भारतीयहरुलाई सजिलै नागरिकता बेच्ने देशका सरकारी पत्रु भ्रष्ट हरुले देश नेपालमा जन्मिएको अविन्ता जस्ता चेलीको प्रमाण हुँदा हुंदै नागरिकता नदिनु निकै दुःखद,0
देश जन्मेर नागरिकता पाउनु ठूलो बिडमबना रोइरहेको अनुहार कानुन आमाको नाम बाट नागरिकता पाउने प्रधान अमिन्ता नेपाल सरकार तिरुन्तै नागरिकता दियोस,0
मार्मिक सब्दले मन छोयो छोरि,0
रबि सर लौन हेमराज सग गर्नुस हजुर्लाइ सारै भन्यो मान्छेले,0
सिहँ मान तामाङ,0
भारतिय नागरिकलाई सजिलै नागरिकता मिल्छ देशको नागरिक पाउन गाह्राे धिक्कार यार,0
छोरी पीडा सुन्दा मन थाम्नै सकिन भगवान रोइरहेको अनुहार ठूलो स्वरले रोइरहेको अनुहार जन्तु ठूलो कार्बाही हो्स त्यस्लाई जुनि जुनि जिउदा नसक्कियोस् त्यस्को पाप पापी,0
चुनाव उठनुस रबि सर आग्रह हजुर,0
भ्रष्टहरु जति कराए टेर्ने खै,0
राम्रो कार्यक्रम हात जोडेको नेपाल नेपाल नेपाल,0
सलाम रबी सर लगायत टीमलाई हात जोडेको हात जोडेको हात जोडेको रातो मुटु रातो मुटु रातो मुटु,0
सेटिन बनाएर आछु काठमाडौमा साउन्डलाइन्स म्यानपाबरले बनायको नक्कलि क्यूआर कोड 5 हजार खायो मैले खोप लाको हाल कतारमा,0
राम्रो कार्यक्रम रबि सरको फ्यान कार्यक्रम नछुटाई हेर्ने रबि सरको ओपनिङ कै ५ मिनेट काफी कार्यक्रम एकदमै राम्रो,0
अमिन्ता रावत सरकारले नागरिक ता दिन जरुरी,0
जिबन चाम्लिङ्ग राई,0
मन मुटु ह्रदय बाट सलुट रबि सर् ट्युलिप ट्युलिप सुपर नेपालको हिरो प्रेन्चिस किङ्ग रबि सर,0
जय नेपाल् नेपाल नेपाल ट्युलिप ट्युलिप नेपाल नेपाल,0
संसद हरू मन्त्री प्रधानमन्त्री पाउने व्यवस्था अन्त्ये हुँदैन यस्तै नेपाल बिकल्प अस्वीकार अधिकार अनी सम्झाउने अधिकार जनता बाट प्रतक्ष्य निर्वाचित कार्यकारी प्रणाली विकल्प जय नेपाल नेपाल नेपाल नेपाल,0
ईन्डियाबाट आएका इन्डियनले नेपाल आएको 5 वर्षमा नागरिकता पाउने नेपालमा जन्मी हुर्की गरेकी नेपालीले चाहीं आमा बाबुको नागरिकता देखाउंदा प्रणाम चाहिने नेपालको कानुन प्रश्नगर्छु,0
छिटो छिटो १ मिलियन सदस्यता लिनुभयो पुराउ ग्यालेक्सी 4,0
जन्मसिद्ध नागरिकका सन्तानहरूको यस्तै समस्या रवि सर,0
अत्यन्त दुःख लाग्यो,0
सि डि सहेको खल्ति भरेको भये नागरिकता मिल्ने,0
सलाम रवि सरलाई रातरात भारतियलाई नागरिकता चाहिँ बाँड्ने नेपाली चेलीलाई नागरिकता नदिने आवज उठौ गाईज,0
राम्रो सुझाव प्रचन्ड नसुधरिए सक्किए राता मान्छे हरु मौका दिएको इतिहास नाम लेख्न सपूत भनेर लेखाउने कपुत भनेर लेखाउने जिम्मा उसैको हात जोडेको नेपाल हात जोडेको,0
आजा हल्का छिटो हेर्न आइयो रवि सर आजा सुट्भुट्मा सुहाएको हजुर लाइ हात जोडेको हात जोडेको हात जोडेको हात जोडेको हात जोडेको हात जोडेको हात जोडेको हात जोडेको हात जोडेको,0
नागरिताको सम्स्या मैले भोगेकोछु बैनिको समस्यादेखेर आफ्ना दिन हरु याद आय धिकारछ बाउ भनौदो,0
यि नानीले नागरीक्ता पाउँनैपर्छ छिटो छिटो मिलोस स्थानिय केन्द्र सम्मका सरकारहरु नागरीक्ताको दुख दिईरहेको चाँडो देउ,0
भारती दिन मिल्ने नेपाली नमिल्ने सिदियो साब पैसा नपायर दरले यस्को जानकारी पाउनु पर्यो रबि सर,0
अबिन्ता राउत बहिनी छिटो छिटो न्याय पाओस् समस्या आउँछ समाधान नहुने कहिले आउँदैन,0
मैले छोराको नागरिकता बनाउनपनि नानुलेभन्दा बढी दर्दनाक अबस्था भोगेको प्रतिनिधि घटना,0
प्रत्यक्ष भोटबाट प्रधानमन्त्री चुन्ने ब्यबस्था नआउँदा नेपालमा पार्टीको नेता प्रधानमन्त्री वाला,0
नाता प्रमाणीत गरिपाँउ भनी मुद्दा लगाउन मिल्छ प्रमाणको डीएनए परीक्षण गर्दा दुधको दूध पानीको पानी छुट्टिन्छ,0
नमस्कार हात जोडेको ट्युलिप नेपाल,0
सरकार अविन्ता राउतहरूलाई नागरिकता दे हार्दिक श्रद्धाञ्जली रबिन्ताको बाउ,0
साईरा नेपाल साईरा,0
नमस्कार रबि सर धन्यवाद हजुर जनताको मन सधैंभरि जित्नु हस्,0
रबि दाइको एउटा शोच अनि खोज निकै उत्कृष्ट लाग्छ मलाइ नेपालि जन्ता सान अनि ढुक्ढुकि न्यानो न्यानो दस औला जोल्डेर हात जोडेको सबैमा मुटु हात जोडेको नेपाल नेपाल नेपाल,0
हैट अबिन्ताको कथा सुनेर आँसु कस्तो पापी बाउ रहेछ अपराधी हुदो रहेछ धर्तिमा यस्ता अपराधी यश धर्तिको बोझ,0
कस्तो घृणित मान्छे रहेछ अभिन्ता बहिनि बाउ भनौंदो रगत चिन्दिन यसलाई छोरिको आँसुले पोल्ने छ् सरकार बहिनि नागरिक्ता दिलाएर त्यसलाई कार्बाही गर,0
देश विदेश बाट सिधा नछुटाई हेर्नुहुने सम्पुर्ण दर्शक महानुभाव हरु आउनुहोस सग जोडीनुहोस धन्यवाद अहिले कतार हेर्दैछु,0
सुरु को5मिनेट चाहिँ कडा,0
रबि दाजु नेपाल नेपाल नेपाल रातो मुटु रातो मुटु रातो मुटु रातो मुटु,0
